Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_score,segment
9,3,1904.05,5,3,4,53,Loyal
3,5,2879.7,5,4,4,54,Devoted
383,1,350.99,2,1,2,21,Disinterested
495,2,363.4,1,2,2,12,Disinterested
434,1,601.03,1,1,2,11,Disinterested
548,1,1000.63,1,1,3,11,Disinterested
262,5,2473.99,2,4,4,24,Unengaged
66,9,5954.450000000001,3,5,5,35,Loyal
11,25,32051.340000000004,5,5,5,55,Devoted
143,1,120.0,3,1,1,31,Infrequent
473,3,824.2800000000001,1,3,3,13,Unengaged
52,2,1163.45,4,2,3,42,Loyal
10,8,2618.2299999999996,5,4,4,54,Devoted
425,1,322.93,1,1,2,11,Disinterested
156,6,1517.3600000000001,3,4,4,34,Loyal
111,4,1373.35,3,3,4,33,Need_attention
430,1,40.56,1,1,1,11,Disinterested
164,3,1516.24,3,3,4,33,Need_attention
472,1,354.84999999999997,1,1,2,11,Disinterested
441,1,295.73,1,1,2,11,Disinterested
333,1,492.65,2,1,2,21,Disinterested
227,2,219.13,2,2,1,22,Disinterested
75,4,920.81,3,3,3,33,Need_attention
53,4,559.97,4,3,2,43,Loyal
688,1,256.6,1,1,1,11,Disinterested
397,6,1189.3799999999999,2,4,3,24,Unengaged
100,7,2102.6800000000003,3,4,4,34,Loyal
17,9,17225.809999999998,5,5,5,55,Devoted
411,1,205.83,2,1,1,21,Disinterested
522,2,191.86,1,2,1,12,Disinterested
198,1,134.04,2,1,1,21,Disinterested
410,1,245.15,2,1,1,21,Disinterested
5,25,7278.66,5,5,5,55,Devoted
465,4,628.4399999999999,1,3,3,13,Unengaged
32,3,1299.6499999999999,4,3,4,43,Loyal
23,8,3284.4199999999996,4,4,5,44,Loyal
25,7,8479.759999999998,4,4,5,44,Loyal
10,3,176.63,5,3,1,53,Loyal
215,1,426.6,2,1,2,21,Disinterested
10,6,911.26,5,4,3,54,Devoted
13,8,4516.56,5,4,5,54,Devoted
3,23,7904.1,5,5,5,55,Devoted
9,16,9226.25,5,5,5,55,Devoted
5,9,2903.0099999999993,5,5,4,55,Devoted
409,1,375.34,2,1,2,21,Disinterested
42,5,2362.91,4,4,4,44,Loyal
423,2,456.4,1,2,2,12,Disinterested
19,4,1305.3299999999997,5,3,4,53,Loyal
10,82,91194.49,5,5,5,55,Devoted
10,27,14070.25,5,5,5,55,Devoted
20,1,43.2,5,1,1,51,New
119,4,1992.18,3,3,4,33,Need_attention
432,3,742.9,1,3,3,13,Unengaged
409,2,277.93999999999994,2,2,1,22,Disinterested
224,3,1725.0100000000002,2,3,4,23,Unengaged
73,3,1858.9600000000003,3,3,4,33,Need_attention
53,6,3151.4,4,4,5,44,Loyal
90,10,4287.92,3,5,5,35,Loyal
551,2,1147.02,1,2,3,12,Disinterested
10,11,3780.8099999999995,5,5,5,55,Devoted
434,1,492.1,1,1,2,11,Disinterested
244,2,516.45,2,2,2,22,Disinterested
48,11,3090.29,4,5,5,45,Loyal
108,2,229.8,3,2,1,32,Infrequent
46,8,3197.82,4,4,5,44,Loyal
424,5,1370.3400000000001,1,4,4,14,Unengaged
66,1,508.58,3,1,2,31,Infrequent
462,1,158.02000000000004,1,1,1,11,Disinterested
426,1,494.85,1,1,2,11,Disinterested
208,5,1346.75,2,4,4,24,Unengaged
12,7,2218.0600000000004,5,4,4,54,Devoted
431,4,474.1,1,3,2,13,Unengaged
116,2,605.0600000000001,3,2,2,32,Infrequent
411,2,701.6100000000001,2,2,3,22,Disinterested
571,1,245.48,1,1,1,11,Disinterested
244,3,940.98,2,3,3,23,Unengaged
165,6,1894.9299999999998,3,4,4,34,Loyal
440,1,445.05,1,1,2,11,Disinterested
19,15,9927.22,5,5,5,55,Devoted
625,1,200.63,1,1,1,11,Disinterested
126,2,462.65999999999997,3,2,2,32,Infrequent
24,5,1943.51,4,4,4,44,Loyal
69,1,415.2,3,1,2,31,Infrequent
18,12,4318.48,5,5,5,55,Devoted
18,2,468.26,5,2,2,52,Loyal
18,4,1614.91,5,3,4,53,Loyal
163,3,928.1,3,3,3,33,Need_attention
244,2,620.27,2,2,3,22,Disinterested
220,1,134.7,2,1,1,21,Disinterested
47,18,4467.32,4,5,5,45,Loyal
23,6,918.4399999999999,4,4,3,44,Loyal
423,4,1088.9099999999999,1,3,3,13,Unengaged
129,20,2993.05,3,5,5,35,Loyal
40,1,108.97999999999999,4,1,1,41,Committed
122,5,2315.75,3,4,4,34,Loyal
738,1,82.60000000000001,1,1,1,11,Disinterested
262,1,409.57,2,1,2,21,Disinterested
12,1,133.5,5,1,1,51,New
276,3,972.0300000000001,2,3,3,23,Unengaged
166,1,51.0,3,1,1,31,Infrequent
159,4,1078.9600000000003,3,3,3,33,Need_attention
217,3,376.49999999999994,2,3,2,23,Unengaged
7,2,163.62,5,2,1,52,Loyal
367,3,840.05,2,3,3,23,Unengaged
81,2,701.23,3,2,3,32,Infrequent
45,1,225.76999999999998,4,1,1,41,Committed
391,2,400.05999999999995,2,2,2,22,Disinterested
21,3,912.1800000000001,5,3,3,53,Loyal
33,4,2128.2300000000005,4,3,4,43,Loyal
580,1,214.71000000000004,1,1,1,11,Disinterested
24,1,161.2,4,1,1,41,Committed
404,2,227.47000000000003,2,2,1,22,Disinterested
110,8,3717.35,3,4,5,34,Loyal
396,2,634.68,2,2,3,22,Disinterested
527,1,136.0,1,1,1,11,Disinterested
10,16,9261.52,5,5,5,55,Devoted
321,1,155.0,2,1,1,21,Disinterested
644,2,469.12999999999994,1,2,2,12,Disinterested
452,6,1175.7800000000002,1,4,3,14,Unengaged
297,1,100.5,2,1,1,21,Disinterested
445,2,860.0800000000002,1,2,3,12,Disinterested
360,1,76.55,2,1,1,21,Disinterested
543,1,108.0,1,1,1,11,Disinterested
187,3,1132.99,3,3,3,33,Need_attention
685,1,215.46,1,1,1,11,Disinterested
193,2,617.05,2,2,3,22,Disinterested
623,1,131.25,1,1,1,11,Disinterested
46,4,1268.91,4,3,4,43,Loyal
684,1,48.96,1,1,1,11,Disinterested
54,2,631.3399999999999,4,2,3,42,Loyal
28,2,1246.8,4,2,4,42,Loyal
40,3,1247.69,4,3,4,43,Loyal
502,1,58.5,1,1,1,11,Disinterested
11,3,202.10999999999999,5,3,1,53,Loyal
298,1,142.4,2,1,1,21,Disinterested
34,3,1770.5600000000002,4,3,4,43,Loyal
12,16,6388.200000000001,5,5,5,55,Devoted
67,5,1898.0099999999995,3,4,4,34,Loyal
12,13,6176.130000000001,5,5,5,55,Devoted
578,1,135.60000000000002,1,1,1,11,Disinterested
434,1,266.4,1,1,1,11,Disinterested
220,1,67.94999999999999,2,1,1,21,Disinterested
566,1,93.8,1,1,1,11,Disinterested
4,20,7899.330000000001,5,5,5,55,Devoted
67,7,2011.58,3,4,4,34,Loyal
4,19,2612.96,5,5,4,55,Devoted
403,2,707.7899999999998,2,2,3,22,Disinterested
396,8,2113.16,2,4,4,24,Unengaged
151,3,1732.47,3,3,4,33,Need_attention
6,22,6795.9,5,5,5,55,Devoted
654,1,285.6,1,1,1,11,Disinterested
132,6,1880.51,3,4,4,34,Loyal
35,13,2774.13,4,5,4,45,Loyal
388,1,195.0,2,1,1,21,Disinterested
121,1,156.75,3,1,1,31,Infrequent
109,6,2157.73,3,4,4,34,Loyal
12,11,4109.77,5,5,5,55,Devoted
73,9,3427.29,3,5,5,35,Loyal
94,11,2651.1400000000003,3,5,4,35,Loyal
312,1,1063.0,2,1,3,21,Disinterested
44,3,1426.1899999999998,4,3,4,43,Loyal
364,4,770.3700000000001,2,3,3,23,Unengaged
93,8,2399.3300000000004,3,4,4,34,Loyal
3,23,12091.6,5,5,5,55,Devoted
24,2,490.2200000000001,4,2,2,42,Loyal
389,1,604.2,2,1,2,21,Disinterested
5,3,1937.25,5,3,4,53,Loyal
12,7,1260.91,5,4,4,54,Devoted
101,4,1639.1699999999998,3,3,4,33,Need_attention
59,6,2469.37,4,4,4,44,Loyal
2,19,10271.52,5,5,5,55,Devoted
220,3,916.6099999999999,2,3,3,23,Unengaged
19,1,322.08,5,1,2,51,New
436,3,661.3899999999998,1,3,3,13,Unengaged
25,17,11727.94,4,5,5,45,Loyal
52,4,1263.52,4,3,4,43,Loyal
9,5,1244.83,5,4,4,54,Devoted
405,1,516.2800000000001,2,1,2,21,Disinterested
513,3,1220.9000000000003,1,3,3,13,Unengaged
304,4,2614.2,2,3,4,23,Unengaged
11,6,2255.51,5,4,4,54,Devoted
467,1,289.5999999999999,1,1,2,11,Disinterested
23,6,1372.8,4,4,4,44,Loyal
503,1,90.42,1,1,1,11,Disinterested
100,2,271.70000000000005,3,2,1,32,Infrequent
367,5,895.84,2,4,3,24,Unengaged
308,1,131.9,2,1,1,21,Disinterested
321,5,9443.04,2,4,5,24,Unengaged
10,13,5982.030000000001,5,5,5,55,Devoted
2,11,4611.6900000000005,5,5,5,55,Devoted
206,7,5367.02,2,4,5,24,Unengaged
55,5,2082.9700000000003,4,4,4,44,Loyal
458,1,132.04,1,1,1,11,Disinterested
457,1,221.64999999999998,1,1,1,11,Disinterested
2,5,1241.31,5,4,4,54,Devoted
20,6,1711.73,5,4,4,54,Devoted
11,2,375.35,5,2,2,52,Loyal
20,8,2272.5600000000004,5,4,4,54,Devoted
182,7,1128.4400000000003,3,4,3,34,Loyal
62,12,3308.7700000000004,3,5,5,35,Loyal
12,4,665.59,5,3,3,53,Loyal
192,1,119.93,2,1,1,21,Disinterested
378,5,977.3,2,4,3,24,Unengaged
434,4,628.2099999999999,1,3,3,13,Unengaged
7,9,3062.3999999999996,5,5,5,55,Devoted
312,1,113.64,2,1,1,21,Disinterested
382,1,237.42,2,1,1,21,Disinterested
157,2,5375.741,3,2,5,32,Infrequent
112,9,1093.5,3,5,3,35,Loyal
150,13,6713.5,3,5,5,35,Loyal
68,12,2270.01,3,5,4,35,Loyal
100,4,786.5699999999999,3,3,3,33,Need_attention
570,2,110.99999999999999,1,2,1,12,Disinterested
248,11,3946.03,2,5,5,25,Occasional
31,13,4267.15,4,5,5,45,Loyal
19,12,2220.99,5,5,4,55,Devoted
735,1,204.24000000000004,1,1,1,11,Disinterested
418,4,2112.21,1,3,4,13,Unengaged
13,3,712.0400000000001,5,3,3,53,Loyal
593,2,400.95000000000005,1,2,2,12,Disinterested
105,9,2228.22,3,5,4,35,Loyal
76,2,234.34,3,2,1,32,Infrequent
48,2,1278.0800000000002,4,2,4,42,Loyal
73,4,1151.15,3,3,3,33,Need_attention
259,1,215.70000000000002,2,1,1,21,Disinterested
21,7,1969.6,5,4,4,54,Devoted
384,4,1276.6600000000003,2,3,4,23,Unengaged
255,4,1124.71,2,3,3,23,Unengaged
13,4,1299.52,5,3,4,53,Loyal
166,5,2311.49,3,4,4,34,Loyal
20,12,4357.91,5,5,5,55,Devoted
283,2,257.1,2,2,1,22,Disinterested
52,4,1070.98,4,3,3,43,Loyal
40,1,165.75,4,1,1,41,Committed
513,2,175.5,1,2,1,12,Disinterested
28,7,1328.51,4,4,4,44,Loyal
69,1,1064.2800000000002,3,1,3,31,Infrequent
209,4,1574.93,2,3,4,23,Unengaged
408,2,1273.47,2,2,4,22,Disinterested
177,2,340.93,3,2,2,32,Infrequent
432,7,1921.9099999999999,1,4,4,14,Unengaged
9,10,5130.150000000001,5,5,5,55,Devoted
27,3,401.46000000000004,4,3,2,43,Loyal
52,3,174.8,4,3,1,43,Loyal
313,7,2363.89,2,4,4,24,Unengaged
311,2,697.06,2,2,3,22,Disinterested
44,10,3911.2699999999995,4,5,5,45,Loyal
28,7,2138.9700000000003,4,4,4,44,Loyal
90,3,356.85,3,3,2,33,Need_attention
185,2,251.21,3,2,1,32,Infrequent
21,11,2470.67,5,5,4,55,Devoted
5,6,3543.26,5,4,5,54,Devoted
49,4,673.26,4,3,3,43,Loyal
19,19,12001.84,5,5,5,55,Devoted
19,7,3046.3700000000003,5,4,5,54,Devoted
25,11,3284.4300000000003,4,5,5,45,Loyal
24,5,874.94,4,4,3,44,Loyal
536,1,110.95000000000002,1,1,1,11,Disinterested
377,3,1007.28,2,3,3,23,Unengaged
13,5,1314.8100000000002,5,4,4,54,Devoted
189,7,1223.4699999999998,3,4,3,34,Loyal
102,6,788.01,3,4,3,34,Loyal
63,9,4598.98,3,5,5,35,Loyal
19,12,3749.2599999999998,5,5,5,55,Devoted
518,1,163.91999999999996,1,1,1,11,Disinterested
35,2,330.45000000000005,4,2,2,42,Loyal
66,1,174.37,3,1,1,31,Infrequent
685,2,206.09,1,2,1,12,Disinterested
3,2,270.6,5,2,1,52,Loyal
493,1,199.45,1,1,1,11,Disinterested
26,8,1758.62,4,4,4,44,Loyal
110,1,241.09,3,1,1,31,Infrequent
33,13,2933.71,4,5,5,45,Loyal
21,17,8240.64,5,5,5,55,Devoted
391,1,262.40000000000003,2,1,1,21,Disinterested
4,122,27274.97,5,5,5,55,Devoted
39,1,364.21999999999997,4,1,2,41,Committed
62,3,620.04,3,3,3,33,Need_attention
27,16,6197.400000000001,4,5,5,45,Loyal
481,1,376.34,1,1,2,11,Disinterested
238,11,3859.1800000000007,2,5,5,25,Occasional
26,11,3466.3699999999994,4,5,5,45,Loyal
4,26,6271.110000000001,5,5,5,55,Devoted
62,9,6030.7300000000005,3,5,5,35,Loyal
261,1,171.79999999999998,2,1,1,21,Disinterested
59,2,641.4,4,2,3,42,Loyal
66,5,1370.84,3,4,4,34,Loyal
17,2,537.48,5,2,2,52,Loyal
11,11,3795.34,5,5,5,55,Devoted
60,14,2499.6800000000003,4,5,4,45,Loyal
187,1,103.25000000000001,3,1,1,31,Infrequent
30,39,14906.77,4,5,5,45,Loyal
26,3,2982.43,4,3,5,43,Loyal
676,1,349.25,1,1,2,11,Disinterested
7,11,5197.9,5,5,5,55,Devoted
5,8,4007.54,5,4,5,54,Devoted
152,9,2627.4900000000002,3,5,4,35,Loyal
313,4,916.55,2,3,3,23,Unengaged
12,4,1353.3100000000002,5,3,4,53,Loyal
20,7,880.04,5,4,3,54,Devoted
153,3,511.27999999999986,3,3,2,33,Need_attention
21,9,1841.5400000000002,5,5,4,55,Devoted
12,4,2381.04,5,3,4,53,Loyal
59,6,2315.63,4,4,4,44,Loyal
598,3,835.34,1,3,3,13,Unengaged
87,1,788.38,3,1,3,31,Infrequent
656,3,655.5,1,3,3,13,Unengaged
392,1,75.6,2,1,1,21,Disinterested
9,44,6114.029999999999,5,5,5,55,Devoted
77,3,1080.76,3,3,3,33,Need_attention
5,26,6729.4,5,5,5,55,Devoted
511,2,679.4400000000002,1,2,3,12,Disinterested
436,2,2605.6200000000003,1,2,4,12,Disinterested
97,5,3859.2200000000003,3,4,5,34,Loyal
112,4,4092.0,3,3,5,33,Need_attention
58,2,1530.3600000000001,4,2,4,42,Loyal
437,1,919.7000000000003,1,1,3,11,Disinterested
3,4,598.98,5,3,2,53,Loyal
282,3,613.7500000000002,2,3,3,23,Unengaged
427,1,161.65,1,1,1,11,Disinterested
5,11,5615.18,5,5,5,55,Devoted
181,13,2230.52,3,5,4,35,Loyal
734,1,143.7,1,1,1,11,Disinterested
490,1,460.71,1,1,2,11,Disinterested
374,1,35.400000000000006,2,1,1,21,Disinterested
14,7,1374.25,5,4,4,54,Devoted
5,1,168.63,5,1,1,51,New
434,1,105.56,1,1,1,11,Disinterested
520,1,14.850000000000001,1,1,1,11,Disinterested
18,2,433.8,5,2,2,52,Loyal
42,1,114.11,4,1,1,41,Committed
7,8,1781.0300000000002,5,4,4,54,Devoted
171,8,1747.9100000000003,3,4,4,34,Loyal
52,5,1143.27,4,4,3,44,Loyal
278,1,237.36,2,1,1,21,Disinterested
20,9,1601.1399999999999,5,5,4,55,Devoted
580,1,135.39,1,1,1,11,Disinterested
373,1,39.75,2,1,1,21,Disinterested
426,20,3006.62,1,5,5,15,Occasional
17,4,1447.14,5,3,4,53,Loyal
37,3,570.46,4,3,2,43,Loyal
23,12,3712.01,4,5,5,45,Loyal
9,2,379.8299999999999,5,2,2,52,Loyal
21,8,2164.4500000000003,5,4,4,54,Devoted
628,1,229.46999999999997,1,1,1,11,Disinterested
13,6,2201.5399999999995,5,4,4,54,Devoted
46,2,384.03999999999996,4,2,2,42,Loyal
392,2,474.5400000000001,2,2,2,22,Disinterested
307,2,865.17,2,2,3,22,Disinterested
12,1,213.96000000000004,5,1,1,51,New
658,1,205.36,1,1,1,11,Disinterested
276,1,660.0,2,1,3,21,Disinterested
635,1,143.85999999999999,1,1,1,11,Disinterested
376,4,937.16,2,3,3,23,Unengaged
3,192,30254.18,5,5,5,55,Devoted
17,22,24137.629999999997,5,5,5,55,Devoted
6,11,3352.94,5,5,5,55,Devoted
74,10,1486.2,3,5,4,35,Loyal
397,2,24.35,2,2,1,22,Disinterested
445,2,604.3300000000002,1,2,2,12,Disinterested
417,1,877.6999999999998,1,1,3,11,Disinterested
682,1,76.32000000000001,1,1,1,11,Disinterested
388,1,295.13,2,1,2,21,Disinterested
396,5,951.76,2,4,3,24,Unengaged
244,5,527.78,2,4,2,24,Unengaged
404,2,190.47,2,2,1,22,Disinterested
11,7,1342.3200000000002,5,4,4,54,Devoted
247,2,1291.2400000000002,2,2,4,22,Disinterested
207,2,412.78000000000003,2,2,2,22,Disinterested
3,9,3000.5699999999997,5,5,5,55,Devoted
186,1,320.58,3,1,2,31,Infrequent
34,10,2059.58,4,5,4,45,Loyal
59,6,814.07,4,4,3,44,Loyal
198,11,4497.88,2,5,5,25,Occasional
25,11,5410.92,4,5,5,45,Loyal
381,1,462.75000000000006,2,1,2,21,Disinterested
93,5,1997.9999999999998,3,4,4,34,Loyal
6,2,959.01,5,2,3,52,Loyal
486,1,338.65,1,1,2,11,Disinterested
52,6,2025.6899999999998,4,4,4,44,Loyal
264,1,114.56,2,1,1,21,Disinterested
268,1,344.9000000000001,2,1,2,21,Disinterested
439,4,2124.46,1,3,4,13,Unengaged
455,1,215.22,1,1,1,11,Disinterested
38,2,609.8500000000001,4,2,2,42,Loyal
679,1,106.67999999999998,1,1,1,11,Disinterested
52,1,443.6,4,1,2,41,Committed
54,9,4978.960000000001,4,5,5,45,Loyal
26,10,3667.0600000000004,4,5,5,45,Loyal
23,1,110.46,4,1,1,41,Committed
60,1,96.12,4,1,1,41,Committed
172,5,1679.89,3,4,4,34,Loyal
69,7,2247.72,3,4,4,34,Loyal
158,3,876.8900000000001,3,3,3,33,Need_attention
3,152,528602.52,5,5,5,55,Devoted
203,2,519.97,2,2,2,22,Disinterested
418,15,4546.860000000001,1,5,5,15,Occasional
6,9,3775.31,5,5,5,55,Devoted
591,1,62.5,1,1,1,11,Disinterested
69,9,2034.1200000000001,3,5,4,35,Loyal
79,1,114.18,3,1,1,31,Infrequent
3,12,3614.54,5,5,5,55,Devoted
740,1,246.85999999999996,1,1,1,11,Disinterested
10,7,3878.509999999999,5,4,5,54,Devoted
171,5,814.6500000000001,3,4,3,34,Loyal
19,6,1460.87,5,4,4,54,Devoted
7,2,247.14999999999998,5,2,1,52,Loyal
10,9,2529.93,5,5,4,55,Devoted
88,2,285.73999999999995,3,2,1,32,Infrequent
28,1,107.95,4,1,1,41,Committed
30,7,1416.33,4,4,4,44,Loyal
432,2,490.6,1,2,2,12,Disinterested
21,2,637.8900000000001,5,2,3,52,Loyal
62,7,2749.65,3,4,4,34,Loyal
26,1,195.25,4,1,1,41,Committed
12,54,20729.43,5,5,5,55,Devoted
447,1,111.62999999999998,1,1,1,11,Disinterested
243,7,3243.9300000000003,2,4,5,24,Unengaged
282,3,602.0,2,3,2,23,Unengaged
551,2,1127.45,1,2,3,12,Disinterested
236,4,1113.1399999999996,2,3,3,23,Unengaged
5,7,3037.3199999999997,5,4,5,54,Devoted
511,1,173.66000000000003,1,1,1,11,Disinterested
18,2,1066.9,5,2,3,52,Loyal
33,12,8356.789999999999,4,5,5,45,Loyal
594,1,184.90999999999997,1,1,1,11,Disinterested
581,1,403.39,1,1,2,11,Disinterested
383,3,1289.44,2,3,4,23,Unengaged
27,58,55731.89000000001,4,5,5,45,Loyal
73,6,875.15,3,4,3,34,Loyal
189,6,1514.81,3,4,4,34,Loyal
590,1,146.56,1,1,1,11,Disinterested
27,6,1468.5500000000002,4,4,4,44,Loyal
578,8,4619.790000000001,1,4,5,14,Unengaged
416,5,885.83,1,4,3,14,Unengaged
108,3,1402.06,3,3,4,33,Need_attention
9,28,7268.589999999999,5,5,5,55,Devoted
210,1,112.80000000000001,2,1,1,21,Disinterested
46,4,794.3300000000002,4,3,3,43,Loyal
32,5,2114.33,4,4,4,44,Loyal
139,12,1745.0900000000001,3,5,4,35,Loyal
266,7,1165.3600000000001,2,4,3,24,Unengaged
619,1,244.31,1,1,1,11,Disinterested
521,3,1620.0700000000002,1,3,4,13,Unengaged
6,8,2473.28,5,4,4,54,Devoted
220,2,188.60999999999996,2,2,1,22,Disinterested
3,5,1250.7600000000002,5,4,4,54,Devoted
216,4,702.6,2,3,3,23,Unengaged
34,5,3116.26,4,4,5,44,Loyal
12,15,4562.09,5,5,5,55,Devoted
3,29,6452.02,5,5,5,55,Devoted
16,1,318.16999999999996,5,1,2,51,New
13,11,1813.5700000000002,5,5,4,55,Devoted
200,1,179.0,2,1,1,21,Disinterested
620,1,390.69,1,1,2,11,Disinterested
437,2,139.2,1,2,1,12,Disinterested
4,5,1793.22,5,4,4,54,Devoted
17,25,8886.330000000002,5,5,5,55,Devoted
16,13,1922.5900000000001,5,5,4,55,Devoted
12,11,2868.7999999999997,5,5,4,55,Devoted
31,4,1328.0700000000002,4,3,4,43,Loyal
11,21,5119.92,5,5,5,55,Devoted
26,4,906.2399999999999,4,3,3,43,Loyal
26,8,1840.45,4,4,4,44,Loyal
45,3,565.4500000000002,4,3,2,43,Loyal
735,1,81.3,1,1,1,11,Disinterested
412,1,226.42,2,1,1,21,Disinterested
3,5,1602.13,5,4,4,54,Devoted
7,3,663.8100000000002,5,3,3,53,Loyal
381,1,115.77000000000001,2,1,1,21,Disinterested
149,3,513.37,3,3,2,33,Need_attention
12,11,1849.6200000000001,5,5,4,55,Devoted
592,1,345.24999999999994,1,1,2,11,Disinterested
26,4,1315.24,4,3,4,43,Loyal
656,1,124.75,1,1,1,11,Disinterested
276,3,467.93,2,3,2,23,Unengaged
415,1,190.57999999999998,1,1,1,11,Disinterested
375,3,593.89,2,3,2,23,Unengaged
3,8,2005.0600000000002,5,4,4,54,Devoted
49,3,380.02000000000004,4,3,2,43,Loyal
10,19,5517.07,5,5,5,55,Devoted
18,15,14354.95,5,5,5,55,Devoted
427,4,1056.4199999999998,1,3,3,13,Unengaged
5,56,12240.160000000002,5,5,5,55,Devoted
487,2,401.08000000000004,1,2,2,12,Disinterested
5,4,3554.1700000000005,5,3,5,53,Loyal
44,9,1821.9,4,5,4,45,Loyal
6,25,11573.62,5,5,5,55,Devoted
199,11,4161.0599999999995,2,5,5,25,Occasional
13,7,1713.0900000000001,5,4,4,54,Devoted
437,1,579.8499999999999,1,1,2,11,Disinterested
594,1,50.48,1,1,1,11,Disinterested
18,14,3660.08,5,5,5,55,Devoted
114,12,2571.8100000000004,3,5,4,35,Loyal
408,4,593.5,2,3,2,23,Unengaged
251,1,328.19999999999993,2,1,2,21,Disinterested
31,10,2681.8999999999996,4,5,4,45,Loyal
481,1,310.15000000000003,1,1,2,11,Disinterested
738,1,112.03,1,1,1,11,Disinterested
686,2,126.45000000000002,1,2,1,12,Disinterested
45,1,389.63999999999993,4,1,2,41,Committed
89,2,869.51,3,2,3,32,Infrequent
46,6,1550.48,4,4,4,44,Loyal
11,25,9972.550000000001,5,5,5,55,Devoted
17,3,2653.76,5,3,4,53,Loyal
77,1,420.50000000000006,3,1,2,31,Infrequent
146,7,2864.97,3,4,4,34,Loyal
6,3,1625.97,5,3,4,53,Loyal
299,1,89.2,2,1,1,21,Disinterested
60,3,447.92,4,3,2,43,Loyal
265,2,417.57,2,2,2,22,Disinterested
48,1,278.3,4,1,1,41,Committed
31,3,254.11,4,3,1,43,Loyal
10,11,6375.73,5,5,5,55,Devoted
476,1,382.80999999999995,1,1,2,11,Disinterested
19,2,192.60000000000002,5,2,1,52,Loyal
4,17,15771.880000000001,5,5,5,55,Devoted
234,8,3637.6400000000003,2,4,5,24,Unengaged
623,2,594.6199999999998,1,2,2,12,Disinterested
114,1,139.26,3,1,1,31,Infrequent
594,1,140.55,1,1,1,11,Disinterested
530,1,241.45,1,1,1,11,Disinterested
60,3,1011.8999999999999,4,3,3,43,Loyal
53,15,3708.2999999999993,4,5,5,45,Loyal
405,1,307.56,2,1,2,21,Disinterested
129,2,730.8599999999999,3,2,3,32,Infrequent
282,3,386.15,2,3,2,23,Unengaged
56,2,447.68,4,2,2,42,Loyal
321,1,200.10000000000002,2,1,1,21,Disinterested
661,1,307.30000000000007,1,1,2,11,Disinterested
28,3,449.93000000000006,4,3,2,43,Loyal
12,2,77.4,5,2,1,52,Loyal
552,1,90.96000000000001,1,1,1,11,Disinterested
473,1,110.64999999999999,1,1,1,11,Disinterested
9,3,1156.3200000000002,5,3,3,53,Loyal
30,1,197.64000000000001,4,1,1,41,Committed
18,10,2526.62,5,5,4,55,Devoted
608,1,303.63000000000005,1,1,2,11,Disinterested
65,1,6.2,3,1,1,31,Infrequent
23,2,625.9,4,2,3,42,Loyal
4,10,1953.9,5,5,4,55,Devoted
168,1,131.45,3,1,1,31,Infrequent
3,27,10218.43,5,5,5,55,Devoted
509,1,300.31,1,1,2,11,Disinterested
54,8,724.3100000000001,4,4,3,44,Loyal
53,2,338.15,4,2,2,42,Loyal
49,17,7218.48,4,5,5,45,Loyal
63,1,193.14,3,1,1,31,Infrequent
440,2,1502.98,1,2,4,12,Disinterested
164,3,845.55,3,3,3,33,Need_attention
10,1,353.27,5,1,2,51,New
17,7,1104.6399999999999,5,4,3,54,Devoted
77,2,303.43,3,2,2,32,Infrequent
392,2,519.29,2,2,2,22,Disinterested
41,8,2741.17,4,4,4,44,Loyal
623,2,686.7600000000001,1,2,3,12,Disinterested
42,13,2361.6800000000003,4,5,4,45,Loyal
389,1,170.50000000000003,2,1,1,21,Disinterested
600,1,185.79999999999998,1,1,1,11,Disinterested
371,4,940.5400000000002,2,3,3,23,Unengaged
583,1,160.46,1,1,1,11,Disinterested
38,2,778.5,4,2,3,42,Loyal
199,1,271.85,2,1,1,21,Disinterested
202,7,3959.86,2,4,5,24,Unengaged
75,6,1170.4099999999999,3,4,3,34,Loyal
66,4,470.16,3,3,2,33,Need_attention
23,9,1274.76,4,5,4,45,Loyal
368,7,1237.65,2,4,4,24,Unengaged
487,1,157.70000000000002,1,1,1,11,Disinterested
182,3,321.42999999999995,3,3,2,33,Need_attention
12,10,4022.9100000000003,5,5,5,55,Devoted
5,24,4740.9800000000005,5,5,5,55,Devoted
583,2,385.2,1,2,2,12,Disinterested
198,13,9839.459999999997,2,5,5,25,Occasional
31,7,1455.8700000000001,4,4,4,44,Loyal
55,1,197.13,4,1,1,41,Committed
682,3,1676.5699999999997,1,3,4,13,Unengaged
632,1,322.69,1,1,2,11,Disinterested
500,1,94.8,1,1,1,11,Disinterested
19,7,2206.16,5,4,4,54,Devoted
530,2,297.0,1,2,2,12,Disinterested
12,3,102.44999999999999,5,3,1,53,Loyal
91,9,3460.32,3,5,5,35,Loyal
425,2,773.6700000000001,1,2,3,12,Disinterested
420,3,915.2800000000001,1,3,3,13,Unengaged
269,2,362.71,2,2,2,22,Disinterested
55,14,7163.0,4,5,5,45,Loyal
45,4,2824.6899999999996,4,3,4,43,Loyal
438,1,211.8,1,1,1,11,Disinterested
65,10,6702.43,3,5,5,35,Loyal
601,1,150.0,1,1,1,11,Disinterested
429,1,437.4,1,1,2,11,Disinterested
150,3,1348.95,3,3,4,33,Need_attention
406,1,310.56,2,1,2,21,Disinterested
23,43,15407.61,4,5,5,45,Loyal
